<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.AAPL,15,20180628,180000,185.1800000,185.5600000,184.8000000,185.4700000,98698
US1.AAPL,15,20180628,181500,185.4900000,185.6500000,184.7300000,184.9000000,93448
US1.AAPL,15,20180628,183000,184.8600000,185.3900000,184.6800000,185.2300000,67479
US1.AAPL,15,20180628,184500,185.2300000,185.4600000,185.0900000,185.2000000,47412
US1.AAPL,15,20180628,190000,185.1900000,185.2500000,184.9000000,185.1800000,45545
US1.AAPL,15,20180628,191500,185.2100000,185.2100000,184.7100000,184.9500000,52014
US1.AAPL,15,20180628,193000,184.9400000,185.0400000,184.6100000,184.6600000,59875
US1.AAPL,15,20180628,194500,184.6400000,184.9700000,184.6300000,184.9700000,45294
US1.AAPL,15,20180628,200000,184.9800000,185.2500000,184.8600000,185.0400000,47886
US1.AAPL,15,20180628,201500,185.0800000,185.1200000,184.9600000,185.0100000,31865
US1.AAPL,15,20180628,203000,185.0100000,185.3000000,185.0100000,185.1900000,37735
US1.AAPL,15,20180628,204500,185.1900000,185.2600000,184.8800000,184.9600000,52189
US1.AAPL,15,20180628,210000,184.9700000,185.1900000,184.8800000,185.0700000,33456
US1.AAPL,15,20180628,211500,185.1000000,185.2800000,184.9600000,184.9900000,36341
US1.AAPL,15,20180628,213000,185.0300000,185.4900000,184.9500000,185.4900000,43913
US1.AAPL,15,20180628,214500,185.4900000,185.6100000,185.3800000,185.3800000,48446
US1.AAPL,15,20180628,220000,185.3700000,185.9600000,185.3700000,185.9400000,56649
US1.AAPL,15,20180628,221500,185.9600000,186.1700000,185.7300000,186.1200000,44108
US1.AAPL,15,20180628,223000,186.1400000,186.2100000,185.9500000,186.0100000,40596
US1.AAPL,15,20180628,224500,186.0100000,186.0500000,185.6600000,185.6900000,58419
US1.AAPL,15,20180628,230000,185.6200000,185.7600000,185.2800000,185.4700000,129180
US1.AAPL,15,20180629,164500,186.3000000,187.1900000,186.3000000,186.8000000,138628
US1.AAPL,15,20180629,170000,186.8400000,186.9800000,186.3100000,186.5000000,86136
US1.AAPL,15,20180629,171500,186.5200000,186.7700000,186.1600000,186.2200000,58622
US1.AAPL,15,20180629,173000,186.2000000,186.5100000,186.0300000,186.2300000,104968
US1.AAPL,15,20180629,174500,186.2100000,186.4800000,186.1200000,186.1300000,59226
US1.AAPL,15,20180629,180000,186.1800000,186.4300000,186.1200000,186.2300000,43739
US1.AAPL,15,20180629,181500,186.2200000,186.5100000,186.2100000,186.3600000,40231
US1.AAPL,15,20180629,183000,186.3600000,186.4500000,186.2500000,186.2800000,43336
US1.AAPL,15,20180629,184500,186.3000000,186.4700000,186.1300000,186.3400000,46932
US1.AAPL,15,20180629,190000,186.3800000,186.5000000,185.9500000,186.0800000,46718
US1.AAPL,15,20180629,191500,186.1000000,186.5300000,186.0600000,186.4100000,67653
US1.AAPL,15,20180629,193000,186.4150000,186.6000000,186.3300000,186.4600000,47203
US1.AAPL,15,20180629,194500,186.4700000,186.4700000,186.1800000,186.4000000,29665
US1.AAPL,15,20180629,200000,186.3500000,186.4000000,185.9500000,186.1400000,46316
US1.AAPL,15,20180629,201500,186.1400000,186.2900000,186.0000000,186.2500000,43672
US1.AAPL,15,20180629,203000,186.2200000,186.3200000,186.0700000,186.1700000,19069
US1.AAPL,15,20180629,204500,186.1300000,186.2900000,186.0500000,186.2700000,33125
US1.AAPL,15,20180629,210000,186.2800000,186.3850000,186.1900000,186.3000000,30586
US1.AAPL,15,20180629,211500,186.3100000,186.4200000,186.1500000,186.2500000,41787
US1.AAPL,15,20180629,213000,186.2300000,186.3900000,186.1000000,186.3700000,36508
US1.AAPL,15,20180629,214500,186.3500000,186.4000000,186.1400000,186.2300000,43100
US1.AAPL,15,20180629,220000,186.2400000,186.4400000,186.2300000,186.4000000,36005
US1.AAPL,15,20180629,221500,186.4100000,186.4600000,186.2500000,186.2500000,38802
US1.AAPL,15,20180629,223000,186.2400000,186.4500000,186.2000000,186.2100000,75870
US1.AAPL,15,20180629,224500,186.2000000,186.3000000,185.9200000,186.1600000,81383
US1.AAPL,15,20180629,230000,186.1800000,186.3000000,182.9100000,182.9100000,429688
US1.AAPL,15,20180702,164500,183.8400000,185.1600000,183.4300000,185.0900000,193627
US1.AAPL,15,20180702,170000,185.1000000,186.2300000,184.9100000,186.1500000,120826
US1.AAPL,15,20180702,171500,186.1200000,186.3100000,185.6600000,185.6600000,103292
US1.AAPL,15,20180702,173000,185.7100000,186.3300000,185.7100000,186.3300000,68313
US1.AAPL,15,20180702,174500,186.3600000,186.6500000,186.1700000,186.6300000,58928
US1.AAPL,15,20180702,180000,186.6200000,186.6800000,186.3100000,186.5700000,36841
US1.AAPL,15,20180702,181500,186.5700000,186.9400000,186.3600000,186.3600000,59521
US1.AAPL,15,20180702,183000,186.3900000,186.5000000,186.2700000,186.3000000,33466
US1.AAPL,15,20180702,184500,186.2900000,186.2900000,185.8500000,185.8900000,30263
US1.AAPL,15,20180702,190000,185.9100000,186.0700000,185.7200000,185.9800000,33911
US1.AAPL,15,20180702,191500,185.9900000,186.0600000,185.6800000,185.7400000,26828
US1.AAPL,15,20180702,193000,185.7000000,186.0000000,185.6400000,185.9600000,25942
US1.AAPL,15,20180702,194500,185.9500000,185.9500000,185.5700000,185.6900000,22615
US1.AAPL,15,20180702,200000,185.7000000,185.9300000,185.7000000,185.8300000,21071
US1.AAPL,15,20180702,201500,185.7900000,185.9200000,185.4100000,185.4300000,35851
US1.AAPL,15,20180702,203000,185.4300000,185.5500000,185.3000000,185.4200000,20696
US1.AAPL,15,20180702,204500,185.4100000,185.8500000,185.3600000,185.8400000,15200
US1.AAPL,15,20180702,210000,185.8100000,186.5000000,185.8100000,186.4200000,29235
US1.AAPL,15,20180702,211500,186.4500000,186.8500000,186.4500000,186.6700000,65266
US1.AAPL,15,20180702,213000,186.7100000,186.9200000,186.6600000,186.8600000,48876
US1.AAPL,15,20180702,214500,186.8700000,187.0400000,186.7800000,186.8200000,52602
US1.AAPL,15,20180702,220000,186.8400000,186.8400000,186.3600000,186.3800000,39783
US1.AAPL,15,20180702,221500,186.4100000,186.6100000,186.3300000,186.5200000,29644
US1.AAPL,15,20180702,223000,186.5300000,186.8900000,186.4400000,186.8700000,30803
US1.AAPL,15,20180702,224500,186.8800000,187.0600000,186.7500000,187.0000000,40441
US1.AAPL,15,20180702,230000,187.0300000,187.3000000,186.9300000,187.1900000,94596
US1.AAPL,15,20180703,164500,187.7100000,187.9500000,186.3800000,186.5200000,184453
US1.AAPL,15,20180703,170000,186.5500000,186.9700000,186.3100000,186.7000000,127046
US1.AAPL,15,20180703,171500,186.6900000,186.9500000,186.3500000,186.6900000,98864
US1.AAPL,15,20180703,173000,186.6900000,187.2200000,186.6000000,187.0000000,102028
US1.AAPL,15,20180703,174500,187.0000000,187.4200000,186.9500000,187.2200000,62398
US1.AAPL,15,20180703,180000,187.2100000,187.2500000,186.7400000,186.9400000,67206
US1.AAPL,15,20180703,181500,186.9800000,187.0100000,186.5100000,186.6400000,42204
US1.AAPL,15,20180703,183000,186.6300000,186.7900000,186.4800000,186.7000000,29841
US1.AAPL,15,20180703,184500,186.7200000,186.7200000,186.4700000,186.5600000,27909
US1.AAPL,15,20180703,190000,186.5300000,186.6400000,186.1800000,186.4400000,50922
US1.AAPL,15,20180703,191500,186.4500000,186.5900000,185.7300000,185.7700000,64616
US1.AAPL,15,20180703,193000,185.7600000,185.8600000,185.1100000,185.2200000,82382
US1.AAPL,15,20180703,194500,185.2100000,185.4300000,184.9700000,185.0800000,87331
US1.AAPL,15,20180703,200000,185.0700000,185.1500000,183.5500000,183.7100000,219976
US1.AAPL,15,20180703,201500,183.6400000,183.9200000,183.6400000,183.9200000,1266690
US1.AAPL,15,20180705,164500,185.2900000,186.4100000,185.2300000,186.2700000,163423
US1.AAPL,15,20180705,170000,186.2900000,186.3600000,185.5300000,185.5300000,99581
US1.AAPL,15,20180705,171500,185.6050000,185.8500000,185.1400000,185.1800000,93484
US1.AAPL,15,20180705,173000,185.2600000,185.3100000,184.8100000,184.9200000,60775
US1.AAPL,15,20180705,174500,184.9300000,185.1100000,184.7200000,185.0300000,61789
US1.AAPL,15,20180705,180000,185.0600000,185.2800000,184.3000000,184.5500000,97199
US1.AAPL,15,20180705,181500,184.5200000,184.9300000,184.4300000,184.9200000,46720
US1.AAPL,15,20180705,183000,184.9400000,185.4100000,184.9200000,185.3300000,42204
US1.AAPL,15,20180705,184500,185.3200000,185.5600000,185.3200000,185.4200000,29185
US1.AAPL,15,20180705,190000,185.4200000,185.6900000,185.3900000,185.4600000,20318
US1.AAPL,15,20180705,191500,185.4600000,185.9200000,185.3700000,185.9200000,23922
US1.AAPL,15,20180705,193000,185.9000000,186.0900000,185.8700000,186.0000000,27804
US1.AAPL,15,20180705,194500,185.9800000,185.9900000,185.8700000,185.9000000,18969
US1.AAPL,15,20180705,200000,185.9100000,185.9300000,185.7000000,185.8600000,29074
US1.AAPL,15,20180705,201500,185.8200000,185.9500000,185.6900000,185.7600000,26696
US1.AAPL,15,20180705,203000,185.8000000,185.8500000,185.6900000,185.7300000,18149
US1.AAPL,15,20180705,204500,185.7200000,185.7800000,185.4900000,185.5500000,14355
US1.AAPL,15,20180705,210000,185.5500000,185.6200000,185.3500000,185.5500000,27747
US1.AAPL,15,20180705,211500,185.5600000,185.7800000,185.0300000,185.0800000,47125
US1.AAPL,15,20180705,213000,185.0400000,185.6800000,184.9900000,185.5900000,36037
US1.AAPL,15,20180705,214500,185.5700000,185.7300000,185.5100000,185.5500000,18675
US1.AAPL,15,20180705,220000,185.5500000,185.7000000,185.5400000,185.6600000,23854
US1.AAPL,15,20180705,221500,185.6600000,185.9500000,185.5800000,185.7000000,48021
US1.AAPL,15,20180705,223000,185.7200000,185.8100000,185.3800000,185.5400000,33699
US1.AAPL,15,20180705,224500,185.5400000,185.7100000,185.4000000,185.6500000,41715
US1.AAPL,15,20180705,230000,185.6200000,185.6900000,185.3400000,185.3800000,147266
US1.AAPL,15,20180706,164500,185.2600000,186.6700000,185.2500000,186.4600000,121895
US1.AAPL,15,20180706,170000,186.4400000,187.1500000,186.2400000,187.1300000,117825
US1.AAPL,15,20180706,171500,187.1200000,187.2100000,186.5100000,186.7600000,87902
US1.AAPL,15,20180706,173000,186.7700000,186.8800000,186.2600000,186.3900000,62121
US1.AAPL,15,20180706,174500,186.4300000,186.7000000,186.0300000,186.6900000,62227
US1.AAPL,15,20180706,180000,186.7000000,186.8900000,186.5800000,186.6700000,60541
US1.AAPL,15,20180706,181500,186.6800000,187.0700000,186.6700000,187.0600000,56420
US1.AAPL,15,20180706,183000,187.0700000,187.4400000,187.0600000,187.3600000,67164
US1.AAPL,15,20180706,184500,187.3600000,187.7400000,187.2600000,187.5900000,72953
US1.AAPL,15,20180706,190000,187.6300000,187.6800000,187.3200000,187.4100000,63536
US1.AAPL,15,20180706,191500,187.4100000,187.6600000,187.4000000,187.6500000,49183
US1.AAPL,15,20180706,193000,187.6600000,187.7900000,187.5300000,187.6800000,57725
US1.AAPL,15,20180706,194500,187.7100000,187.8400000,187.6300000,187.6700000,35052
US1.AAPL,15,20180706,200000,187.6700000,187.6900000,187.5500000,187.6800000,20191
US1.AAPL,15,20180706,201500,187.6900000,187.7400000,187.4300000,187.4500000,26469
US1.AAPL,15,20180706,203000,187.4500000,187.5600000,187.4400000,187.4900000,20561
US1.AAPL,15,20180706,204500,187.5000000,187.6000000,187.4000000,187.4800000,19822
US1.AAPL,15,20180706,210000,187.4799000,187.7200000,187.4700000,187.6800000,23542
US1.AAPL,15,20180706,211500,187.6900000,187.7800000,187.6100000,187.6500000,31837
US1.AAPL,15,20180706,213000,187.6400000,187.7000000,187.5200000,187.6400000,20085
US1.AAPL,15,20180706,214500,187.6300000,187.6700000,187.3700000,187.5600000,24710
US1.AAPL,15,20180706,220000,187.5700000,187.7000000,187.5600000,187.6300000,25159
US1.AAPL,15,20180706,221500,187.6300000,187.9500000,187.6300000,187.9300000,45796
US1.AAPL,15,20180706,223000,187.9100000,188.3300000,187.7700000,188.3300000,61995
US1.AAPL,15,20180706,224500,188.3400000,188.4300000,188.1200000,188.1350000,74836
US1.AAPL,15,20180706,230000,188.1100000,188.1700000,187.4600000,188.0400000,145313
US1.AAPL,15,20180709,164500,189.4500000,190.6700000,189.3200000,190.5350000,133487
US1.AAPL,15,20180709,170000,190.5400000,190.5900000,190.0300000,190.2000000,103135
US1.AAPL,15,20180709,171500,190.2200000,190.4100000,189.5400000,189.5800000,85506
US1.AAPL,15,20180709,173000,189.5800000,189.9300000,189.4400000,189.6900000,108102
US1.AAPL,15,20180709,174500,189.7500000,190.1500000,189.6800000,189.7200000,63330
US1.AAPL,15,20180709,180000,189.7100000,190.1200000,189.7000000,190.0700000,48693
US1.AAPL,15,20180709,181500,190.0800000,190.3100000,190.0100000,190.2200000,42864
US1.AAPL,15,20180709,183000,190.2100000,190.3600000,190.0900000,190.3000000,35832
US1.AAPL,15,20180709,184500,190.3400000,190.3400000,190.0100000,190.3000000,28842
US1.AAPL,15,20180709,190000,190.2700000,190.4400000,190.1900000,190.3100000,55964
US1.AAPL,15,20180709,191500,190.3300000,190.4850000,190.2900000,190.3400000,31853
US1.AAPL,15,20180709,193000,190.3500000,190.3500000,190.0200000,190.0700000,32920
US1.AAPL,15,20180709,194500,190.0700000,190.1000000,189.9300000,190.0400000,44617
US1.AAPL,15,20180709,200000,190.0300000,190.0800000,189.9600000,190.0000000,17444
US1.AAPL,15,20180709,201500,189.9700000,189.9900000,189.7400000,189.8700000,53722
US1.AAPL,15,20180709,203000,189.9000000,190.2500000,189.9000000,190.2300000,25288
US1.AAPL,15,20180709,204500,190.2100000,190.2700000,190.0000000,190.0300000,40912
US1.AAPL,15,20180709,210000,189.9800000,190.3700000,189.9800000,190.2800000,30931
US1.AAPL,15,20180709,211500,190.2600000,190.3300000,190.0600000,190.1800000,34189
US1.AAPL,15,20180709,213000,190.1600000,190.3000000,190.1600000,190.1800000,13419
US1.AAPL,15,20180709,214500,190.1900000,190.2700000,190.1000000,190.2700000,19890
US1.AAPL,15,20180709,220000,190.2500000,190.5100000,190.1900000,190.4500000,36917
US1.AAPL,15,20180709,221500,190.4700000,190.5400000,190.3800000,190.4300000,37935
US1.AAPL,15,20180709,223000,190.4300000,190.5100000,190.2600000,190.4800000,30899
US1.AAPL,15,20180709,224500,190.4500000,190.6100000,190.3500000,190.5800000,45889
US1.AAPL,15,20180709,230000,190.5800000,190.6600000,190.3800000,190.5900000,98683
US1.AAPL,15,20180710,164500,190.7100000,191.0700000,190.2300000,190.6000000,99473
US1.AAPL,15,20180710,170000,190.6100000,190.6700000,190.2700000,190.5800000,87860
US1.AAPL,15,20180710,171500,190.5900000,190.7000000,190.2700000,190.3000000,69463
US1.AAPL,15,20180710,173000,190.3200000,190.9200000,190.3200000,190.9100000,65995
US1.AAPL,15,20180710,174500,190.9100000,191.2000000,190.8300000,191.0700000,54038
US1.AAPL,15,20180710,180000,191.0700000,191.1500000,190.8200000,190.9500000,37475
US1.AAPL,15,20180710,181500,190.9900000,191.1500000,190.7700000,190.8400000,32758
US1.AAPL,15,20180710,183000,190.9200000,191.1500000,190.7800000,191.0500000,77979
US1.AAPL,15,20180710,184500,191.0200000,191.0500000,190.8200000,191.0500000,40505
US1.AAPL,15,20180710,190000,191.0500000,191.2000000,191.0300000,191.1900000,29083
US1.AAPL,15,20180710,191500,191.1900000,191.2800000,191.0200000,191.1100000,37519
US1.AAPL,15,20180710,193000,191.1000000,191.1100000,190.9700000,191.1000000,25022
US1.AAPL,15,20180710,194500,191.0800000,191.1000000,190.9400000,190.9800000,18333
US1.AAPL,15,20180710,200000,190.9800000,191.0300000,190.8200000,190.8800000,28057
US1.AAPL,15,20180710,201500,190.8800000,190.9200000,190.5100000,190.7300000,35357
US1.AAPL,15,20180710,203000,190.7300000,190.7700000,190.5950000,190.6400000,20812
US1.AAPL,15,20180710,204500,190.6300000,190.6800000,190.4200000,190.5600000,37568
US1.AAPL,15,20180710,210000,190.5650000,190.5700000,190.2700000,190.4900000,33146
US1.AAPL,15,20180710,211500,190.5050000,190.5650000,190.4300000,190.5200000,36400
US1.AAPL,15,20180710,213000,190.5300000,190.5300000,190.2800000,190.4200000,23555
US1.AAPL,15,20180710,214500,190.4300000,190.4800000,190.2800000,190.2800000,27144
US1.AAPL,15,20180710,220000,190.3000000,190.6500000,190.2400000,190.6000000,26848
US1.AAPL,15,20180710,221500,190.5900000,190.7300000,190.5200000,190.7200000,27500
US1.AAPL,15,20180710,223000,190.7200000,190.8100000,190.5900000,190.6300000,32273
US1.AAPL,15,20180710,224500,190.6600000,190.7800000,190.5500000,190.5500000,34900
US1.AAPL,15,20180710,230000,190.5500000,190.6100000,190.2000000,190.3800000,97765
US1.AAPL,15,20180711,164500,188.6000000,189.7700000,188.3500000,189.1100000,108660
US1.AAPL,15,20180711,170000,189.1100000,189.3900000,188.8900000,188.9500000,105791
US1.AAPL,15,20180711,171500,188.9400000,189.4000000,188.6300000,188.7300000,82255
US1.AAPL,15,20180711,173000,188.7500000,189.1600000,188.7100000,188.9500000,76749
US1.AAPL,15,20180711,174500,188.9900000,189.0400000,188.8150000,188.9800000,52736
US1.AAPL,15,20180711,180000,188.9700000,188.9700000,188.6600000,188.9600000,57282
US1.AAPL,15,20180711,181500,188.9700000,189.0900000,188.4600000,188.5500000,77938
US1.AAPL,15,20180711,183000,188.5950000,188.7100000,188.3100000,188.4100000,86383
US1.AAPL,15,20180711,184500,188.4000000,188.4100000,187.9700000,188.0800000,82303
US1.AAPL,15,20180711,190000,188.0500000,188.2700000,187.9200000,187.9500000,54729
US1.AAPL,15,20180711,191500,187.9700000,188.1500000,187.7800000,188.0900000,53266
US1.AAPL,15,20180711,193000,188.0800000,188.1900000,187.8300000,188.0600000,36918
US1.AAPL,15,20180711,194500,188.0300000,188.3200000,188.0100000,188.2100000,28173
US1.AAPL,15,20180711,200000,188.1900000,188.4300000,187.9200000,188.0100000,28468
US1.AAPL,15,20180711,201500,188.0300000,188.1100000,187.8300000,188.0400000,51770
US1.AAPL,15,20180711,203000,188.0300000,188.5200000,187.9500000,188.4400000,32093
US1.AAPL,15,20180711,204500,188.4600000,188.5700000,188.2500000,188.3400000,37037
US1.AAPL,15,20180711,210000,188.3500000,188.3500000,188.1000000,188.1400000,25557
US1.AAPL,15,20180711,211500,188.1300000,188.3200000,187.8600000,187.8800000,40519
US1.AAPL,15,20180711,213000,187.8800000,188.3200000,187.8800000,188.2900000,27704
US1.AAPL,15,20180711,214500,188.3400000,188.3700000,188.1700000,188.3000000,26594
US1.AAPL,15,20180711,220000,188.3100000,188.3600000,188.0700000,188.2100000,18350
US1.AAPL,15,20180711,221500,188.1600000,188.3700000,188.0800000,188.1600000,51274
US1.AAPL,15,20180711,223000,188.1700000,188.2000000,187.8700000,187.9000000,56502
US1.AAPL,15,20180711,224500,187.9400000,188.0700000,187.8100000,187.8300000,82126
US1.AAPL,15,20180711,230000,187.8200000,188.0700000,187.6500000,187.9200000,150552
US1.AAPL,15,20180712,164500,189.4100000,190.3600000,189.3500000,189.7900000,109113
US1.AAPL,15,20180712,170000,189.7900000,190.2300000,189.5400000,190.0200000,63249
US1.AAPL,15,20180712,171500,190.0100000,190.5200000,190.0100000,190.3700000,62545
US1.AAPL,15,20180712,173000,190.3400000,190.5600000,190.1700000,190.4000000,53870
US1.AAPL,15,20180712,174500,190.4700000,190.6500000,190.2700000,190.2800000,74884
US1.AAPL,15,20180712,180000,190.2700000,190.3500000,190.0000000,190.0300000,40122
US1.AAPL,15,20180712,181500,190.0400000,190.4200000,190.0000000,190.4100000,32642
US1.AAPL,15,20180712,183000,190.4200000,190.5900000,190.3300000,190.4800000,61481
US1.AAPL,15,20180712,184500,190.5200000,190.7000000,190.3950000,190.6700000,57627
US1.AAPL,15,20180712,190000,190.6500000,190.9900000,190.6400000,190.9700000,76146
US1.AAPL,15,20180712,191500,190.9800000,191.1400000,190.8400000,191.1100000,52209
US1.AAPL,15,20180712,193000,191.1100000,191.3000000,190.9700000,191.0500000,39327
US1.AAPL,15,20180712,194500,191.0500000,191.1200000,190.6700000,190.9200000,62001
US1.AAPL,15,20180712,200000,190.8800000,191.2400000,190.8700000,191.2000000,48816
