<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.AAPL,1,20200619,173700,354.38,354.59,354.36,354.54,2313
US1.AAPL,1,20200619,173800,354.46,354.46,354.26,354.26,2090
US1.AAPL,1,20200619,173900,354.24,354.36,354.18,354.32,1600
US1.AAPL,1,20200619,174000,354.35,354.41,354.27,354.32,3201
US1.AAPL,1,20200619,174100,354.32,354.32,353.98,354.07,5430
US1.AAPL,1,20200619,174200,354.04,354.17,353.64,354.05,16589
US1.AAPL,1,20200619,174300,354.03,354.18,353.77,353.93,8762
US1.AAPL,1,20200619,174400,353.88,354.07,353.82,354.05,4300
US1.AAPL,1,20200619,174500,354.03,354.22,354.03,354.06,2818
US1.AAPL,1,20200619,174600,354.1,354.1,353.59,353.65,5080
US1.AAPL,1,20200619,174700,353.72,353.76,353.4,353.63,10729
US1.AAPL,1,20200619,174800,353.55,353.85,353.46,353.52,7087
US1.AAPL,1,20200619,174900,353.57,353.82,353.57,353.78,3698
US1.AAPL,1,20200619,175000,353.86,353.86,353.7,353.78,2888
US1.AAPL,1,20200619,175100,353.76,353.84,353.53,353.83,13546
US1.AAPL,1,20200619,175200,353.7,353.7,353.28,353.7,7885
US1.AAPL,1,20200619,175300,353.74,353.98,353.74,353.97,6333
US1.AAPL,1,20200619,175400,354.01,354.08,353.89,353.94,4040
US1.AAPL,1,20200619,175500,353.97,354.12,353.97,354.12,3900
US1.AAPL,1,20200619,175600,354.16,354.16,353.82,353.98,7060
US1.AAPL,1,20200619,175700,353.98,354.09,353.77,354.09,7811
US1.AAPL,1,20200619,175800,354.19,354.26,353.88,353.96,3571
US1.AAPL,1,20200619,175900,353.89,353.97,353.79,353.86,2739
US1.AAPL,1,20200619,180000,353.85,354.11,353.78,354.11,4022
US1.AAPL,1,20200619,180100,354.12,354.44,354.12,354.34,5000
US1.AAPL,1,20200619,180200,354.36,354.59,354.26,354.47,2338
US1.AAPL,1,20200619,180300,354.44,354.59,354.42,354.46,4366
US1.AAPL,1,20200619,180400,354.45,354.69,354.43,354.66,6802
US1.AAPL,1,20200619,180500,354.64,354.79,354.62,354.79,7121
US1.AAPL,1,20200619,180600,354.79,355.05,354.79,354.89,7642
US1.AAPL,1,20200619,180700,354.9,355.03,354.79,354.85,3563
US1.AAPL,1,20200619,180800,354.9,354.91,354.76,354.79,4453
US1.AAPL,1,20200619,180900,354.81,354.81,354.64,354.64,2516
US1.AAPL,1,20200619,181000,354.62,354.62,354.53,354.54,2022
US1.AAPL,1,20200619,181100,354.55,354.67,354.47,354.555,3600
US1.AAPL,1,20200619,181200,354.52,354.64,354.36,354.64,1872
US1.AAPL,1,20200619,181300,354.63,354.68,354.56,354.62,1906
US1.AAPL,1,20200619,181400,354.59,354.59,354.38,354.38,1595
US1.AAPL,1,20200619,181500,354.34,354.34,354.08,354.08,3158
US1.AAPL,1,20200619,181600,354.02,354.05,353.87,353.97,3278
US1.AAPL,1,20200619,181700,353.99,354.03,353.87,353.98,2950
US1.AAPL,1,20200619,181800,354,354.04,353.89,354.01,3683
US1.AAPL,1,20200619,181900,353.95,353.96,353.81,353.81,4809
US1.AAPL,1,20200619,182000,353.81,353.83,353.37,353.48,12026
US1.AAPL,1,20200619,182100,353.38,353.69,352.99,353.67,9040
US1.AAPL,1,20200619,182200,353.68,354.28,353.68,354.16,10083
US1.AAPL,1,20200619,182300,354.08,354.28,353.81,353.81,8262
US1.AAPL,1,20200619,182400,353.8,353.93,353.71,353.8,2634
US1.AAPL,1,20200619,182500,353.81,353.87,353.75,353.77,2694
US1.AAPL,1,20200619,182600,353.79,353.87,353.69,353.75,7891
US1.AAPL,1,20200619,182700,353.8,353.8,353.39,353.51,8103
US1.AAPL,1,20200619,182800,353.53,353.7,353.41,353.64,4542
US1.AAPL,1,20200619,182900,353.58,353.89,353.58,353.84,1938
US1.AAPL,1,20200619,183000,353.7,353.87,353.67,353.74,2090
US1.AAPL,1,20200619,183100,353.68,353.82,353.66,353.7,2857
US1.AAPL,1,20200619,183200,353.7,353.72,353.58,353.6,1743
US1.AAPL,1,20200619,183300,353.61,353.72,353.56,353.58,6691
US1.AAPL,1,20200619,183400,353.61,353.64,353.5,353.5,2000
US1.AAPL,1,20200619,183500,353.49,353.53,353.39,353.44,3310
US1.AAPL,1,20200619,183600,353.38,353.46,353.25,353.41,4305
US1.AAPL,1,20200619,183700,353.44,353.49,353.39,353.41,1900
US1.AAPL,1,20200619,183800,353.35,353.35,353.18,353.22,3802
US1.AAPL,1,20200619,183900,353.19,353.31,353.03,353.27,6236
US1.AAPL,1,20200619,184000,353.29,353.38,353.1,353.34,9057
US1.AAPL,1,20200619,184100,353.38,353.52,353.36,353.46,5850
US1.AAPL,1,20200619,184200,353.46,353.56,353.34,353.54,3844
US1.AAPL,1,20200619,184300,353.55,353.55,353.29,353.29,2903
US1.AAPL,1,20200619,184400,353.31,353.38,353.02,353.02,4692
US1.AAPL,1,20200619,184500,353.06,353.18,352.99,353.16,3410
US1.AAPL,1,20200619,184600,353.23,353.4,353.22,353.35,3300
US1.AAPL,1,20200619,184700,353.31,353.4,353.25,353.28,5804
US1.AAPL,1,20200619,184800,353.27,353.28,353.13,353.15,2824
US1.AAPL,1,20200619,184900,353.25,353.36,353.25,353.32,1794
US1.AAPL,1,20200619,185000,353.37,353.47,353.27,353.31,4490
US1.AAPL,1,20200619,185100,353.29,353.52,353.21,353.52,5900
US1.AAPL,1,20200619,185200,353.51,353.51,353.37,353.4,1500
US1.AAPL,1,20200619,185300,353.41,353.41,353.28,353.33,2600
US1.AAPL,1,20200619,185400,353.36,353.47,353.36,353.41,2100
US1.AAPL,1,20200619,185500,353.39,353.51,353.39,353.44,1200
US1.AAPL,1,20200619,185600,353.38,353.42,353.19,353.28,5782
US1.AAPL,1,20200619,185700,353.24,353.24,353.02,353.02,3242
US1.AAPL,1,20200619,185800,353.02,353.26,353.02,353.07,4000
US1.AAPL,1,20200619,185900,353.15,353.22,353.09,353.22,4308
US1.AAPL,1,20200619,190000,353.23,353.3,353.2,353.21,1600
US1.AAPL,1,20200619,190100,353.23,353.33,353,353.17,8746
US1.AAPL,1,20200619,190200,353.19,353.3,352.99,353.01,3762
US1.AAPL,1,20200619,190300,352.99,353.16,352.9,352.96,5038
US1.AAPL,1,20200619,190400,352.94,352.96,352.87,352.96,3232
US1.AAPL,1,20200619,190500,352.97,352.97,352.77,352.77,8088
US1.AAPL,1,20200619,190600,352.77,353,352.49,352.58,10866
US1.AAPL,1,20200619,190700,352.59,352.59,352.22,352.42,8867
US1.AAPL,1,20200619,190800,352.42,352.48,352.33,352.46,4910
US1.AAPL,1,20200619,190900,352.5,352.56,352.42,352.42,1700
US1.AAPL,1,20200619,191000,352.4,352.5,352.36,352.5,2325
US1.AAPL,1,20200619,191100,352.46,352.78,352.41,352.74,6095
US1.AAPL,1,20200619,191200,352.7,352.7,352.46,352.46,3412
US1.AAPL,1,20200619,191300,352.43,352.43,352.03,352.18,5130
US1.AAPL,1,20200619,191400,352.12,352.2,350,350,38145
US1.AAPL,1,20200619,191500,350,350.88,349.94,349.96,49936
US1.AAPL,1,20200619,191600,349.94,350.79,349.63,350.54,29380
US1.AAPL,1,20200619,191700,350.49,351.08,349.72,350.16,19384
US1.AAPL,1,20200619,191800,350.03,350.13,349.11,350.06,28765
US1.AAPL,1,20200619,191900,350.04,350.17,348.94,348.95,23827
US1.AAPL,1,20200619,192000,348.94,349.45,348.51,348.56,31210
US1.AAPL,1,20200619,192100,348.66,349.87,348.12,349.87,31858
US1.AAPL,1,20200619,192200,349.87,350.67,349.48,349.79,19076
US1.AAPL,1,20200619,192300,349.79,349.96,349.46,349.74,12087
US1.AAPL,1,20200619,192400,349.65,349.65,348.98,349.42,10664
US1.AAPL,1,20200619,192500,349.36,349.42,348.24,348.81,20997
US1.AAPL,1,20200619,192600,348.71,349.32,348.49,349.24,10071
US1.AAPL,1,20200619,192700,349.18,349.38,348.85,348.85,11452
US1.AAPL,1,20200619,192800,348.83,349.21,348.63,348.95,10303
US1.AAPL,1,20200619,192900,348.97,349.06,348.77,348.91,9375
US1.AAPL,1,20200619,193000,348.93,349.59,348.93,349.55,13306
US1.AAPL,1,20200619,193100,349.6,350.07,349.44,350.03,15914
US1.AAPL,1,20200619,193200,349.99,350.13,349.8,349.8,11522
US1.AAPL,1,20200619,193300,349.81,350.16,349.6,350.11,7405
US1.AAPL,1,20200619,193400,350.15,350.3,350.01,350.01,8809
US1.AAPL,1,20200619,193500,350,350.08,349.71,349.91,6802
US1.AAPL,1,20200619,193600,349.9,350.36,349.9,350.08,4138
US1.AAPL,1,20200619,193700,350.1,350.2,349.83,350.05,3642
US1.AAPL,1,20200619,193800,350.07,350.25,349.91,350.02,3500
US1.AAPL,1,20200619,193900,349.91,349.99,349.43,349.43,6504
US1.AAPL,1,20200619,194000,349.47,349.75,349.36,349.43,4841
US1.AAPL,1,20200619,194100,349.42,349.63,348.85,348.86,10179
US1.AAPL,1,20200619,194200,348.96,349.68,348.96,349.68,3450
US1.AAPL,1,20200619,194300,349.65,350.18,349.65,349.74,7828
US1.AAPL,1,20200619,194400,349.72,349.96,349.54,349.96,3492
US1.AAPL,1,20200619,194500,349.99,350.01,349.87,349.9,2941
US1.AAPL,1,20200619,194600,349.74,349.98,349.55,349.94,4305
US1.AAPL,1,20200619,194700,349.93,350,349.68,349.88,2200
US1.AAPL,1,20200619,194800,349.9,350.37,349.84,350.34,9801
US1.AAPL,1,20200619,194900,350.32,350.42,350.1,350.16,6118
US1.AAPL,1,20200619,195000,350.2,350.6,350.17,350.57,10870
US1.AAPL,1,20200619,195100,350.49,350.78,350.44,350.78,9485
US1.AAPL,1,20200619,195200,350.84,351,350.8,350.98,8784
US1.AAPL,1,20200619,195300,350.92,351.06,350.43,350.48,12447
US1.AAPL,1,20200619,195400,350.48,350.79,350.48,350.7,4300
US1.AAPL,1,20200619,195500,350.71,350.71,350.54,350.57,2243
US1.AAPL,1,20200619,195600,350.51,350.8,350.25,350.78,10811
US1.AAPL,1,20200619,195700,350.82,350.83,350.43,350.5,6161
US1.AAPL,1,20200619,195800,350.65,350.84,350.65,350.76,4500
US1.AAPL,1,20200619,195900,350.78,350.98,350.62,350.88,3351
US1.AAPL,1,20200619,200000,350.94,351.12,350.82,351.04,8289
US1.AAPL,1,20200619,200100,351.01,351.02,350.49,350.5,5159
US1.AAPL,1,20200619,200200,350.6,350.84,350.46,350.82,5969
US1.AAPL,1,20200619,200300,350.76,350.76,350.34,350.36,2585
US1.AAPL,1,20200619,200400,350.47,350.5,350.04,350.12,6137
US1.AAPL,1,20200619,200500,350.14,350.29,349.95,350.29,5490
US1.AAPL,1,20200619,200600,350.34,350.47,350,350.08,4668
US1.AAPL,1,20200619,200700,350.07,350.13,349.81,350.05,2437
US1.AAPL,1,20200619,200800,349.95,350.22,349.92,350.18,2802
US1.AAPL,1,20200619,200900,350.06,350.11,350,350.1,4141
US1.AAPL,1,20200619,201000,350.08,350.13,349.92,349.93,4343
US1.AAPL,1,20200619,201100,349.93,350.36,349.93,350.12,6554
US1.AAPL,1,20200619,201200,350.15,350.17,349.95,349.97,5584
US1.AAPL,1,20200619,201300,349.98,350.12,349.85,350.1,4937
US1.AAPL,1,20200619,201400,350.1,350.18,350.04,350.12,1800
US1.AAPL,1,20200619,201500,350.07,350.07,349.91,349.98,3649
US1.AAPL,1,20200619,201600,349.93,349.95,349.67,349.74,4539
US1.AAPL,1,20200619,201700,349.78,349.78,349.34,349.42,7356
US1.AAPL,1,20200619,201800,349.45,349.46,349.26,349.26,4561
US1.AAPL,1,20200619,201900,349.24,349.46,349.2,349.43,2635
US1.AAPL,1,20200619,202000,349.47,349.47,349.2,349.28,2200
US1.AAPL,1,20200619,202100,349.25,349.25,348.89,348.9,7681
US1.AAPL,1,20200619,202200,348.87,349.38,348.87,349.19,4851
US1.AAPL,1,20200619,202300,349.14,349.37,349.14,349.2,3143
US1.AAPL,1,20200619,202400,349.07,349.1,348.7,348.7,9154
US1.AAPL,1,20200619,202500,348.68,348.9,348.67,348.7,6270
US1.AAPL,1,20200619,202600,348.68,348.81,348.58,348.76,4801
US1.AAPL,1,20200619,202700,348.72,349.13,348.72,349,5617
US1.AAPL,1,20200619,202800,348.91,348.99,348.78,348.8,6626
US1.AAPL,1,20200619,202900,348.85,348.87,348.7,348.8,3682
US1.AAPL,1,20200619,203000,348.88,348.88,348.6,348.7,2636
US1.AAPL,1,20200619,203100,348.63,348.79,348.45,348.48,9640
US1.AAPL,1,20200619,203200,348.42,348.46,347.9,347.9,16594
US1.AAPL,1,20200619,203300,347.92,348.21,347.92,347.98,7231
US1.AAPL,1,20200619,203400,347.95,348.04,347.55,347.72,21995
US1.AAPL,1,20200619,203500,347.81,347.81,347.45,347.54,11843
US1.AAPL,1,20200619,203600,347.52,348.5,347.52,348.5,13542
US1.AAPL,1,20200619,203700,348.34,348.48,348.21,348.36,10468
US1.AAPL,1,20200619,203800,348.38,348.8,348.33,348.76,10469
US1.AAPL,1,20200619,203900,348.7,348.87,348.64,348.85,7455
US1.AAPL,1,20200619,204000,348.85,349.095,348.84,348.95,6375
US1.AAPL,1,20200619,204100,348.91,348.92,348.56,348.59,7732
US1.AAPL,1,20200619,204200,348.66,348.93,348.66,348.68,5590
US1.AAPL,1,20200619,204300,348.72,348.76,348.55,348.63,4084
US1.AAPL,1,20200619,204400,348.68,348.91,348.65,348.91,6503
US1.AAPL,1,20200619,204500,348.9,349,348.85,348.86,3904
US1.AAPL,1,20200619,204600,348.87,349.27,348.82,349.27,6337
US1.AAPL,1,20200619,204700,349.14,349.14,348.74,348.99,5043
US1.AAPL,1,20200619,204800,349.07,349.12,348.5,348.54,8517
US1.AAPL,1,20200619,204900,348.58,348.67,347.99,347.99,10656
US1.AAPL,1,20200619,205000,348.11,348.41,348.07,348.38,2806
US1.AAPL,1,20200619,205100,348.33,348.61,348.33,348.6,7348
US1.AAPL,1,20200619,205200,348.55,348.62,348.41,348.49,2600
US1.AAPL,1,20200619,205300,348.38,348.49,348.21,348.21,2132
US1.AAPL,1,20200619,205400,348.11,348.18,347.94,348.18,7386
US1.AAPL,1,20200619,205500,348.07,348.09,347.93,348.08,6509
US1.AAPL,1,20200619,205600,348.11,348.46,348.08,348.11,10271
US1.AAPL,1,20200619,205700,348.11,348.17,347.87,347.99,11119
US1.AAPL,1,20200619,205800,348,348.16,347.79,347.79,6362
US1.AAPL,1,20200619,205900,347.86,347.95,347.4,347.4,10875
US1.AAPL,1,20200619,210000,347.4,347.51,347.17,347.2,8119
US1.AAPL,1,20200619,210100,347.2,347.96,347.2,347.86,13222
US1.AAPL,1,20200619,210200,347.83,347.99,347.62,347.88,12221
US1.AAPL,1,20200619,210300,347.77,347.77,347.29,347.66,16102
US1.AAPL,1,20200619,210400,347.73,347.84,347.59,347.67,3600
US1.AAPL,1,20200619,210500,347.7,347.83,347.66,347.71,15564
US1.AAPL,1,20200619,210600,347.62,347.76,346.9,347,13250
US1.AAPL,1,20200619,210700,347.06,347.21,346.38,346.55,21242
US1.AAPL,1,20200619,210800,346.5,346.7,346.23,346.56,12136
US1.AAPL,1,20200619,210900,346.615,346.91,346.615,346.86,6263
US1.AAPL,1,20200619,211000,346.92,347.25,346.73,347.07,8087
US1.AAPL,1,20200619,211100,346.94,346.99,346.5,346.7,10085
US1.AAPL,1,20200619,211200,346.74,346.74,346.43,346.49,8625
US1.AAPL,1,20200619,211300,346.48,346.64,346.36,346.39,10321
US1.AAPL,1,20200619,211400,346.42,347,346.35,346.78,9649
US1.AAPL,1,20200619,211500,346.75,346.76,346.35,346.35,9179
US1.AAPL,1,20200619,211600,346.42,347.09,346.31,347.02,11955
US1.AAPL,1,20200619,211700,347.07,347.11,346.44,346.5,5700
US1.AAPL,1,20200619,211800,346.41,346.41,345.7,345.99,21602
US1.AAPL,1,20200619,211900,345.97,346.5,345.85,346.5,17721
US1.AAPL,1,20200619,212000,346.53,346.75,346.18,346.18,13335
US1.AAPL,1,20200619,212100,346.19,346.46,346.13,346.24,7162
US1.AAPL,1,20200619,212200,346.26,346.44,346.09,346.44,6926
US1.AAPL,1,20200619,212300,346.41,346.52,346.32,346.39,4800
US1.AAPL,1,20200619,212400,346.37,346.84,346.37,346.84,8370
US1.AAPL,1,20200619,212500,346.79,346.95,346.69,346.95,6756
US1.AAPL,1,20200619,212600,346.96,347.02,346.81,346.81,9997
US1.AAPL,1,20200619,212700,346.8,346.82,346.3,346.3,8032
US1.AAPL,1,20200619,212800,346.24,346.38,346.06,346.22,12998
US1.AAPL,1,20200619,212900,346.16,346.34,345.87,345.9,10157
US1.AAPL,1,20200619,213000,345.91,346.01,345.77,345.82,7668
US1.AAPL,1,20200619,213100,345.83,345.83,345.15,345.67,15511
US1.AAPL,1,20200619,213200,345.66,346.15,345.45,346.15,11245
US1.AAPL,1,20200619,213300,346.16,346.665,346,346.665,10084
US1.AAPL,1,20200619,213400,346.59,346.59,346.29,346.39,6300
US1.AAPL,1,20200619,213500,346.42,346.66,346.36,346.6,5237
US1.AAPL,1,20200619,213600,346.55,346.68,346.41,346.68,4900
US1.AAPL,1,20200619,213700,346.63,346.78,346.51,346.73,6929
US1.AAPL,1,20200619,213800,346.8,346.98,346.77,346.97,8253
US1.AAPL,1,20200619,213900,346.92,347.13,346.81,347.13,9557
US1.AAPL,1,20200619,214000,347.19,347.23,346.93,346.93,7354
US1.AAPL,1,20200619,214100,346.94,346.94,346.49,346.52,11277
US1.AAPL,1,20200619,214200,346.57,346.81,346.51,346.8,6960
US1.AAPL,1,20200619,214300,346.77,346.79,346.32,346.35,7165
US1.AAPL,1,20200619,214400,346.33,346.69,346.33,346.46,4594
US1.AAPL,1,20200619,214500,346.45,346.58,346.31,346.31,10640
US1.AAPL,1,20200619,214600,346.41,346.86,346.28,346.86,6779
US1.AAPL,1,20200619,214700,346.79,346.84,346.62,346.72,7370
US1.AAPL,1,20200619,214800,346.61,346.62,346.39,346.56,15420
US1.AAPL,1,20200619,214900,346.54,346.77,346.51,346.69,5033
US1.AAPL,1,20200619,215000,346.68,346.75,346.33,346.43,8307
US1.AAPL,1,20200619,215100,346.49,346.67,346.31,346.48,5699
US1.AAPL,1,20200619,215200,346.5,346.57,346.29,346.46,7531
US1.AAPL,1,20200619,215300,346.42,346.51,346.21,346.34,8105
US1.AAPL,1,20200619,215400,346.36,346.5,346.32,346.4,5886
US1.AAPL,1,20200619,215500,346.43,347.25,346.42,347.1,22046
US1.AAPL,1,20200619,215600,347.1,347.45,346.98,347.33,15968
US1.AAPL,1,20200619,215700,347.3,347.39,347.2,347.39,13267
US1.AAPL,1,20200619,215800,347.38,347.75,347.32,347.7,12529
US1.AAPL,1,20200619,215900,347.66,347.66,347.36,347.38,9577
US1.AAPL,1,20200619,220000,347.35,347.47,347.22,347.35,9278
US1.AAPL,1,20200619,220100,347.38,347.43,347.13,347.2,11982
US1.AAPL,1,20200619,220200,347.21,347.41,347.17,347.24,4975
US1.AAPL,1,20200619,220300,347.21,347.26,347.1,347.21,9184
US1.AAPL,1,20200619,220400,347.12,347.13,346.92,346.98,8571
US1.AAPL,1,20200619,220500,346.98,347.04,346.87,347.01,5208
US1.AAPL,1,20200619,220600,346.93,346.93,346.5,346.71,9879
US1.AAPL,1,20200619,220700,346.69,346.83,346.57,346.63,6467
US1.AAPL,1,20200619,220800,346.62,346.93,346.58,346.93,7438
US1.AAPL,1,20200619,220900,346.92,346.93,346.6,346.65,8853
US1.AAPL,1,20200619,221000,346.59,346.67,346.51,346.56,8597
US1.AAPL,1,20200619,221100,346.58,346.75,346.17,346.18,15345
US1.AAPL,1,20200619,221200,346.2,346.68,346.2,346.68,6045
US1.AAPL,1,20200619,221300,346.68,347.28,346.68,347.05,14531
US1.AAPL,1,20200619,221400,346.99,347.19,346.86,347.08,7255
US1.AAPL,1,20200619,221500,347.1,347.46,347.03,347.43,10446
US1.AAPL,1,20200619,221600,347.47,348.06,347.46,347.96,14702
US1.AAPL,1,20200619,221700,348,348.585,347.94,348.51,13785
US1.AAPL,1,20200619,221800,348.5,348.52,348.29,348.45,15091
US1.AAPL,1,20200619,221900,348.41,348.48,348.32,348.34,8827
US1.AAPL,1,20200619,222000,348.35,348.51,348.35,348.48,7623
US1.AAPL,1,20200619,222100,348.49,348.52,348.07,348.23,13006
US1.AAPL,1,20200619,222200,348.28,348.3,347.91,348.28,12100
US1.AAPL,1,20200619,222300,348.29,348.79,348.29,348.75,15394
US1.AAPL,1,20200619,222400,348.74,348.74,348.55,348.58,5033
US1.AAPL,1,20200619,222500,348.58,348.73,348.55,348.68,6353
US1.AAPL,1,20200619,222600,348.65,348.85,348.26,348.37,15260
US1.AAPL,1,20200619,222700,348.28,348.37,348.19,348.37,9561
US1.AAPL,1,20200619,222800,348.4,348.46,348.09,348.1,11207
US1.AAPL,1,20200619,222900,348.12,348.3,348,348.05,8128
US1.AAPL,1,20200619,223000,348.05,348.1,347.72,347.75,9276
US1.AAPL,1,20200619,223100,347.77,348.16,347.64,348.16,9614
US1.AAPL,1,20200619,223200,348.16,348.17,347.87,347.91,8303
US1.AAPL,1,20200619,223300,347.92,348.07,347.85,347.89,8852
US1.AAPL,1,20200619,223400,347.86,347.93,347.75,347.9,14417
US1.AAPL,1,20200619,223500,347.82,348.05,347.79,348.05,10132
US1.AAPL,1,20200619,223600,348.05,348.05,347.64,347.78,10634
US1.AAPL,1,20200619,223700,347.79,347.88,347.55,347.56,11956
US1.AAPL,1,20200619,223800,347.57,347.76,347.5,347.65,11808
US1.AAPL,1,20200619,223900,347.63,347.79,347.57,347.79,6088
US1.AAPL,1,20200619,224000,347.79,348,347.62,347.63,11718
US1.AAPL,1,20200619,224100,347.62,348,347.57,348,11690
US1.AAPL,1,20200619,224200,347.99,348.07,347.92,348.02,16107
US1.AAPL,1,20200619,224300,348.03,348.06,347.85,348.01,12438
US1.AAPL,1,20200619,224400,348.04,348.52,347.97,348.45,18446
US1.AAPL,1,20200619,224500,348.43,348.56,348.35,348.52,11688
US1.AAPL,1,20200619,224600,348.51,348.85,348.14,348.65,24854
US1.AAPL,1,20200619,224700,348.65,348.7,347.97,348.47,25115
US1.AAPL,1,20200619,224800,348.44,348.47,348.01,348.01,12985
US1.AAPL,1,20200619,224900,348.02,348.09,347.68,347.73,19968
US1.AAPL,1,20200619,225000,347.87,347.89,347.13,347.25,18075
US1.AAPL,1,20200619,225100,347.23,350.3,347.22,349.82,69391
US1.AAPL,1,20200619,225200,349.81,349.91,349.32,349.91,33182
US1.AAPL,1,20200619,225300,349.9,349.98,349.44,349.51,24018
US1.AAPL,1,20200619,225400,349.51,349.6,348.92,349.1,30001
US1.AAPL,1,20200619,225500,349.12,350.2,348.47,349.7,56100
US1.AAPL,1,20200619,225600,349.62,350.21,349.41,349.68,30988
US1.AAPL,1,20200619,225700,349.61,349.82,349.39,349.7,16516
